time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,cycle,class
278,41.33,0.47,14.67,0.47,10.5,1.12,46,3
279,41.75,0.43,13.25,1.09,5.67,1.25,46,3
280,42.0,0.0,14.25,0.83,3.0,2.0,46,3
281,42.25,0.43,15.33,0.94,5.0,0.82,46,3
282,42.25,0.43,17.0,0.82,6.67,0.47,46,3
283,42.5,0.5,19.0,1.0,9.75,0.83,46,3
284,43.33,0.47,20.75,0.43,9.33,1.7,46,3
285,44.0,0.71,20.67,0.47,8.33,1.7,46,3
286,44.0,0.71,19.5,1.5,10.75,1.09,46,3
287,43.6,0.49,20.0,0.71,12.6,1.02,46,3
288,43.33,0.94,18.5,0.5,11.67,2.05,46,3
289,44.25,0.43,19.5,0.87,14.25,1.48,46,3
290,44.0,0.0,20.0,0.82,12.0,0.0,46,3
291,43.25,0.43,19.0,0.0,11.5,1.5,46,3
292,42.5,0.5,16.5,1.12,3.25,2.28,46,3
293,42.25,0.43,16.0,1.22,4.5,0.5,46,3
294,42.0,0.0,16.75,1.3,2.0,0.82,46,3
295,42.0,0.0,17.0,0.0,6.67,2.05,46,3
296,42.33,0.47,17.0,1.87,6.67,4.03,46,3
297,42.25,0.43,15.75,0.83,11.75,1.79,46,3
298,42.33,0.47,18.0,0.0,9.75,1.48,46,3
299,43.25,0.43,17.75,0.43,9.25,1.09,46,3
300,43.5,0.5,16.75,0.83,9.75,1.48,46,3
301,43.75,0.43,16.75,0.83,11.5,0.5,46,3
302,43.75,0.43,17.5,1.12,11.0,1.0,46,3
303,43.75,0.43,19.75,1.09,10.0,1.0,46,3
304,44.5,0.5,20.0,1.0,10.0,0.71,46,3
305,44.5,0.5,18.75,0.83,7.75,1.3,46,3
306,44.5,0.5,18.25,0.43,4.0,0.0,46,3
307,44.75,0.43,18.33,0.47,4.0,0.82,46,3
308,44.75,0.43,18.5,0.87,4.5,0.5,46,3
309,45.0,0.0,18.25,0.43,6.33,1.25,46,3
310,44.75,0.43,18.75,0.43,9.0,1.22,46,3
311,45.0,0.0,18.67,0.47,10.25,0.83,46,3
312,44.5,0.5,18.5,0.5,9.25,0.83,46,3
313,45.0,0.0,18.25,0.43,10.5,1.12,46,3
314,44.75,0.43,18.75,0.83,10.75,0.43,46,3
315,45.0,0.0,17.67,0.47,10.5,0.5,46,3
316,44.5,0.5,18.5,0.87,10.25,0.43,46,3
317,44.75,0.43,18.0,0.0,10.0,0.71,46,3
318,44.5,0.5,18.0,0.0,7.67,1.25,46,3
319,44.67,0.47,18.75,0.83,7.0,1.41,46,3
320,44.5,0.5,17.75,0.43,4.75,0.83,46,3
321,44.5,0.5,17.5,0.5,2.5,0.5,46,3
322,44.67,0.47,18.0,0.0,5.0,3.08,46,3
323,44.75,0.43,18.0,0.0,11.0,1.22,46,3
324,45.0,0.0,18.25,0.43,9.0,1.0,46,3
325,45.0,0.0,18.0,0.0,7.0,1.58,46,3
326,45.0,0.0,18.0,0.0,8.75,0.43,46,3
327,45.0,0.0,18.0,0.0,9.75,0.83,46,3
328,45.0,0.0,18.0,0.0,6.67,0.47,46,3
329,45.0,0.0,18.5,0.5,8.25,0.43,46,3
330,45.0,0.0,17.0,1.0,9.5,1.12,46,3
331,45.0,0.0,18.0,0.71,8.67,0.94,46,3
332,45.0,0.0,16.5,1.12,8.5,0.87,46,3
333,45.0,0.0,16.33,1.25,6.0,1.41,46,3
334,45.0,0.0,16.75,0.43,3.33,2.62,46,3
335,44.75,0.43,18.0,0.0,7.75,1.09,46,3
336,44.25,0.83,17.75,0.43,5.25,1.48,46,3
337,43.25,0.83,18.0,0.0,6.25,0.83,46,3
338,42.75,0.83,17.5,0.5,5.25,1.92,46,3
339,42.25,0.43,16.75,1.3,7.0,2.24,46,3
340,41.75,0.43,17.75,0.43,6.0,1.87,46,3
341,39.75,1.48,16.0,1.41,4.33,2.87,46,3
342,38.75,0.43,14.5,0.5,6.0,0.0,46,3
343,40.67,1.25,14.25,0.83,12.67,1.7,46,3
344,43.5,1.12,16.75,1.09,16.0,1.22,46,3
345,45.8,0.75,18.0,0.0,17.6,0.8,46,3
346,45.33,0.47,17.5,1.5,15.0,2.45,46,3
347,39.75,1.3,16.33,1.25,10.0,1.41,46,3
348,37.0,0.0,18.0,0.0,9.5,2.5,46,3
349,37.0,0.0,18.0,0.0,9.5,2.5,46,3
350,38.86,0.52,17.43,1.12,14.57,2.69,46,3
351,38.86,0.52,17.43,1.12,14.57,2.69,46,3
352,39.5,0.5,13.0,1.22,13.0,2.12,46,3
353,38.75,1.09,17.0,0.0,3.5,0.5,46,3
354,37.0,0.71,16.33,0.94,2.5,1.5,46,3
355,37.0,1.0,12.0,3.0,10.75,2.95,46,3
356,37.0,0.0,15.5,0.5,16.0,0.0,46,3
357,36.4,0.49,14.75,0.43,17.6,1.02,46,3
358,37.0,0.82,14.5,0.5,18.67,0.47,46,3
359,37.25,1.09,14.25,1.3,16.75,1.64,46,3
360,36.75,0.83,9.5,3.5,8.5,2.29,46,3
361,37.67,1.25,15.67,0.47,6.0,3.08,46,3
362,40.75,1.3,14.25,1.79,10.0,1.22,46,3
363,42.0,0.0,18.0,1.87,10.25,0.83,46,3
364,41.25,0.83,18.0,0.0,12.0,2.12,46,3
365,39.75,0.83,17.25,1.3,13.0,1.0,46,3
366,38.0,1.0,16.25,1.3,5.5,3.64,46,3
367,38.0,1.0,14.75,0.43,9.0,0.82,46,3
368,38.5,0.5,9.33,2.05,11.0,0.82,46,3
369,38.33,0.94,8.0,2.74,9.0,0.82,46,3
370,40.0,0.71,16.0,1.0,8.33,0.47,46,3
371,42.25,1.09,18.5,0.5,4.33,3.4,46,3
372,45.0,0.0,18.0,0.0,12.25,1.79,46,3
373,45.5,0.5,17.0,0.71,15.25,0.43,46,3
374,45.5,0.5,19.25,1.09,15.25,0.43,46,3
375,44.75,1.79,20.5,0.5,13.75,1.09,46,3
376,39.5,1.5,18.0,1.41,9.0,2.55,46,3
377,40.0,1.0,15.0,0.0,9.5,0.5,46,3
378,41.67,0.47,15.5,0.5,12.33,0.47,46,3
379,40.0,0.71,17.25,0.83,12.0,0.0,46,3
380,40.33,0.47,17.0,0.82,9.25,0.43,46,3
381,42.5,0.87,18.25,0.43,8.0,1.0,46,3
382,45.0,0.0,18.0,0.0,10.0,1.22,46,3
383,45.0,0.0,17.25,0.83,9.25,0.43,46,3
384,44.75,0.43,15.5,0.5,9.0,0.71,46,3
385,44.5,0.5,15.0,0.0,5.0,2.94,46,3
386,44.75,0.43,15.67,0.47,2.0,0.0,46,3
387,45.0,0.0,15.0,0.71,6.0,1.41,46,3
388,45.0,0.0,13.33,1.25,7.75,0.83,46,3
389,45.0,0.0,19.25,1.48,10.75,1.79,46,3
390,43.5,1.12,19.25,1.3,16.25,3.27,46,3
391,41.25,0.83,15.75,0.83,20.25,0.83,46,3
392,41.5,0.5,14.5,0.5,17.5,1.12,46,3
393,41.25,0.83,14.0,0.0,17.33,0.87,46,3
394,41.0,1.22,12.33,0.47,18.67,0.47,46,3
395,38.5,1.12,11.5,0.5,19.5,0.5,46,3
396,37.33,1.25,12.0,0.0,21.33,0.47,46,3
397,36.67,0.47,13.25,0.43,21.0,0.0,46,3
398,36.0,0.0,13.67,1.25,20.0,1.22,46,3
399,36.75,0.43,18.0,0.0,17.75,1.48,46,3
400,38.0,0.71,15.75,1.3,20.25,0.43,46,3
401,38.5,0.5,13.5,1.12,9.5,3.84,46,3
402,39.75,0.83,13.75,2.38,6.75,3.03,46,3
403,42.0,0.0,16.5,1.5,9.0,3.08,46,3
404,42.5,0.5,15.5,0.87,9.5,0.5,46,3
405,42.25,0.43,17.67,0.47,7.67,0.47,46,3
406,42.5,0.5,16.5,1.12,8.5,0.87,46,3
407,42.5,0.5,15.0,0.0,8.67,0.47,46,3
408,42.8,0.75,17.2,1.33,9.5,2.06,46,3
409,42.33,0.47,20.33,0.94,12.0,0.0,46,3
410,42.5,0.5,19.75,0.43,12.0,0.71,46,3
411,43.0,0.71,19.75,0.83,8.25,2.17,46,3
412,42.25,0.43,21.0,0.0,6.75,1.79,46,3
413,42.25,0.43,20.67,0.47,9.33,0.47,46,3
414,42.25,0.43,15.5,1.8,11.0,1.22,46,3
415,42.25,0.43,14.25,0.83,9.5,2.5,46,3
416,42.5,0.5,13.0,0.82,12.67,0.94,46,3
417,42.67,0.47,9.25,1.09,12.0,0.82,46,3
418,42.67,0.47,14.5,1.8,7.0,1.63,46,3
419,43.33,0.47,18.33,0.47,11.0,1.41,46,3
420,43.25,0.83,18.0,0.0,12.5,0.87,46,3
421,43.5,0.5,17.75,0.43,13.0,0.71,46,3
422,44.25,0.43,18.5,0.87,11.5,0.87,46,3
423,44.0,0.71,19.0,1.22,5.33,2.62,46,3
424,43.0,0.71,13.75,2.38,4.25,2.59,46,3
425,42.25,0.43,17.75,1.79,14.25,6.65,46,3
426,39.0,2.12,16.75,1.79,17.75,1.64,46,3
427,38.0,0.0,18.5,0.5,16.0,1.0,46,3
428,37.6,1.2,13.6,1.36,16.5,1.12,46,3
429,41.75,0.43,10.5,5.59,14.0,1.41,46,3
430,43.0,0.71,17.25,0.83,21.25,3.03,46,3
431,44.33,0.47,11.0,2.94,16.25,6.1,46,3
432,43.25,0.83,11.5,0.87,9.75,4.49,46,3
433,43.75,1.3,13.25,2.38,12.75,1.48,46,3
434,43.0,1.22,17.25,0.83,16.0,0.0,46,3
435,42.25,0.43,14.0,2.55,17.75,1.79,46,3
436,42.5,0.5,8.67,4.64,9.67,5.56,46,3
437,42.5,0.5,17.0,2.35,18.75,2.49,46,3
438,42.0,0.0,10.0,3.39,12.25,1.48,46,3
439,42.0,0.0,14.25,0.83,11.25,1.48,46,3
440,42.0,0.0,10.0,2.12,6.0,2.12,46,3
441,43.0,0.71,6.33,3.3,12.67,1.89,46,3
442,44.67,0.47,15.0,1.87,17.33,0.47,46,3
443,44.5,0.5,18.25,0.43,18.25,0.43,46,3
444,44.33,0.47,19.67,0.47,19.25,0.83,46,3
445,44.5,0.5,19.0,0.0,18.0,0.71,46,3
446,44.5,0.5,17.75,0.43,16.0,1.0,46,3
447,45.0,0.0,14.5,1.5,13.75,1.3,46,3
448,45.0,0.0,11.75,0.43,14.0,1.0,46,3
449,45.0,0.0,11.25,0.43,14.5,1.5,46,3
450,44.75,0.43,9.33,0.47,15.67,0.94,46,3
451,44.5,0.5,11.5,0.87,15.75,1.09,46,3
452,44.75,0.43,12.0,0.0,16.0,1.0,46,3
453,45.0,0.0,12.0,0.0,15.67,0.47,46,3
454,44.75,0.43,14.5,1.12,15.5,0.5,46,3
455,45.0,0.0,16.33,0.47,15.25,0.43,46,3
456,45.0,0.0,18.0,0.0,15.0,0.0,46,3
457,45.0,0.0,18.0,0.0,13.25,1.09,46,3
458,45.0,0.0,18.0,0.0,12.0,0.0,46,3
459,45.0,0.0,18.0,0.0,11.75,0.43,46,3
460,45.0,0.0,19.5,0.87,12.75,0.83,46,3
461,44.75,0.43,20.75,0.43,15.25,1.79,46,3
462,44.5,0.5,21.0,0.0,17.75,0.43,46,3
463,44.5,0.5,20.25,0.43,17.75,0.43,46,3
464,44.75,0.43,19.5,0.5,16.5,0.5,46,3
465,45.0,0.0,19.5,0.5,15.75,0.83,46,3
466,45.0,0.0,20.33,0.47,15.33,0.47,46,3
467,45.0,0.0,20.25,0.43,16.0,0.82,46,3
468,45.0,0.0,19.75,0.43,15.67,0.47,46,3
469,45.0,0.0,18.25,0.43,15.75,0.83,46,3
470,45.0,0.0,18.0,0.0,15.5,0.5,46,3
471,45.0,0.0,16.75,0.43,14.25,0.83,46,3
472,45.0,0.0,16.75,0.43,13.33,1.25,46,3
473,45.0,0.0,17.75,0.43,13.0,1.22,46,3
474,45.0,0.0,18.0,0.0,14.75,1.09,46,3
475,45.0,0.0,18.0,0.0,13.25,0.83,46,3
476,45.0,0.0,17.75,0.43,13.0,1.0,46,3
477,45.0,0.0,16.75,0.43,13.5,0.87,46,3
478,45.0,0.0,16.0,0.0,12.75,0.43,46,3
1,45.0,0.0,17.25,0.43,13.5,0.87,47,3
2,45.0,0.0,17.75,0.43,13.75,0.83,47,3
3,45.0,0.0,17.25,0.43,13.75,0.83,47,3
4,45.0,0.0,16.5,1.12,14.67,0.47,47,3
5,45.0,0.0,15.5,0.5,14.25,1.48,47,3
6,45.0,0.0,15.25,0.43,14.75,0.83,47,3
7,45.0,0.0,15.0,0.0,14.75,0.83,47,3
8,45.0,0.0,15.0,0.0,15.25,0.83,47,3
9,44.75,0.43,15.0,0.0,15.75,0.83,47,3
10,44.75,0.43,15.0,0.0,15.25,0.43,47,3
11,45.0,0.0,14.75,0.43,14.5,0.87,47,3
12,45.0,0.0,14.5,0.5,12.5,0.5,47,3
13,45.0,0.0,15.0,0.0,12.33,0.47,47,3
14,45.0,0.0,15.75,0.43,12.5,0.87,47,3
15,45.0,0.0,16.5,0.5,13.0,1.22,47,3
16,45.0,0.0,16.5,0.5,13.67,0.47,47,3
17,45.0,0.0,16.67,0.47,14.67,0.47,47,3
18,45.0,0.0,18.0,0.0,14.25,0.83,47,3
19,45.0,0.0,18.25,0.43,14.4,0.49,47,3
20,45.0,0.0,18.25,0.43,15.0,0.71,47,3
21,45.0,0.0,18.75,0.43,15.67,0.47,47,3
22,45.0,0.0,19.0,0.71,15.25,0.43,47,3
23,45.0,0.0,18.0,0.0,14.5,0.5,47,3
24,44.75,0.43,16.75,0.83,15.25,0.43,47,3
25,44.33,0.47,15.0,0.0,14.5,0.5,47,3
26,44.0,0.71,15.25,0.43,13.75,1.3,47,3
27,45.0,0.0,17.25,1.3,11.0,1.22,47,3
28,45.0,0.0,18.0,0.0,10.25,0.83,47,3
29,45.0,0.0,18.75,0.43,9.25,0.43,47,3
30,45.0,0.0,19.0,0.0,11.75,1.09,47,3
31,45.0,0.0,19.25,0.43,14.0,1.22,47,3
32,45.0,0.0,19.0,0.0,14.75,0.43,47,3
33,45.0,0.0,18.0,0.0,15.75,0.43,47,3
34,45.0,0.0,18.0,0.0,16.0,0.71,47,3
35,45.0,0.0,18.0,0.0,15.67,0.94,47,3
36,45.0,0.0,17.75,0.43,15.75,0.83,47,3
37,45.0,0.0,17.75,0.43,15.75,0.83,47,3
38,45.0,0.0,17.5,0.5,15.0,0.0,47,3
39,45.0,0.0,18.0,0.0,14.75,0.43,47,3
40,45.0,0.0,18.0,0.0,14.67,0.47,47,3
41,45.0,0.0,17.25,0.43,13.5,1.12,47,3
42,45.0,0.0,18.0,0.0,13.5,1.12,47,3
43,45.0,0.0,18.75,0.43,14.25,0.83,47,3
44,45.0,0.0,18.5,0.5,14.5,0.5,47,3
45,45.0,0.0,18.25,0.43,15.5,0.5,47,3
46,45.0,0.0,18.5,0.5,15.5,0.5,47,3
47,45.0,0.0,18.25,0.43,16.0,0.71,47,3
48,45.0,0.0,17.0,1.0,16.75,1.3,47,3
49,45.0,0.0,15.0,0.0,16.25,0.43,47,3
50,45.0,0.0,15.0,0.0,15.25,0.43,47,3
51,45.0,0.0,15.25,0.43,14.75,0.43,47,3
52,45.0,0.0,15.0,0.0,14.75,0.43,47,3
53,44.75,0.43,16.5,1.12,14.75,0.43,47,3
54,45.0,0.0,18.0,0.0,12.67,0.47,47,3
55,45.0,0.0,18.25,0.43,14.0,1.0,47,3
56,45.0,0.0,18.25,0.43,14.0,0.82,47,3
57,45.0,0.0,18.25,0.43,15.0,1.41,47,3
58,45.0,0.0,19.25,0.43,16.25,1.09,47,3
59,44.33,0.47,20.33,0.47,17.0,1.0,47,3
60,44.5,0.5,21.0,0.0,18.0,0.71,47,3
61,44.5,0.5,20.75,0.43,17.5,0.5,47,3
62,44.75,0.43,19.5,0.5,15.25,0.43,47,3
63,44.75,0.43,19.5,0.5,13.75,1.3,47,3
64,45.0,0.0,18.0,0.0,13.5,1.12,47,3
65,45.0,0.0,19.0,0.82,12.0,0.0,47,3
66,45.0,0.0,20.75,0.43,13.33,0.47,47,3
67,45.0,0.0,20.75,0.43,14.4,0.8,47,3
68,45.0,0.0,21.0,0.0,16.5,1.12,47,3
69,45.0,0.0,21.0,0.0,17.75,0.43,47,3
70,45.0,0.0,20.0,0.71,18.0,0.0,47,3
71,45.0,0.0,18.0,0.0,16.5,1.12,47,3
72,44.33,0.47,18.0,0.0,15.75,0.83,47,3
73,44.5,0.5,17.75,0.43,17.25,0.83,47,3
74,44.25,0.83,15.0,0.71,16.75,1.09,47,3
75,43.5,0.5,13.0,0.0,17.0,0.71,47,3
76,42.75,0.83,12.0,0.0,17.0,0.71,47,3
77,42.5,0.5,12.25,0.43,16.0,0.71,47,3
78,42.75,0.43,14.0,1.22,17.0,1.22,47,3
79,43.5,0.5,16.5,1.12,17.75,0.43,47,3
80,43.5,0.5,18.5,0.87,17.75,0.43,47,3
81,44.25,0.43,18.5,0.5,17.25,0.83,47,3
82,42.75,0.83,17.5,0.5,17.5,0.5,47,3
83,43.0,1.0,15.5,0.5,17.75,0.43,47,3
84,43.25,0.43,15.0,0.0,17.5,0.5,47,3
85,44.5,0.5,16.33,0.94,17.67,0.47,47,3
86,44.5,0.5,16.67,0.47,17.67,0.47,47,3
87,44.6,0.49,16.8,0.75,18.0,0.0,47,3
88,44.5,0.5,15.25,0.43,18.0,0.0,47,3
89,43.0,0.82,15.0,0.0,17.5,0.5,47,3
90,42.33,0.47,15.0,0.0,16.5,1.12,47,3
91,43.25,0.43,15.0,0.0,16.75,0.83,47,3
92,44.0,0.0,15.25,0.43,15.25,0.43,47,3
93,44.5,0.5,15.75,0.83,14.75,0.43,47,3
94,44.5,0.5,15.0,0.0,15.0,1.22,47,3
95,44.75,0.43,14.5,0.5,15.75,0.83,47,3
96,44.5,0.5,12.0,0.0,15.25,0.43,47,3
97,44.75,0.43,11.5,0.87,15.0,0.0,47,3
98,44.0,0.71,9.33,0.47,13.0,0.82,47,3
99,43.5,0.5,9.0,0.0,11.25,0.83,47,3
100,43.67,0.47,11.0,1.22,15.0,0.0,47,3
101,42.75,0.83,14.75,0.83,18.25,1.09,47,3
102,42.0,0.0,16.67,0.94,20.0,1.22,47,3
103,40.25,1.3,15.75,0.83,19.0,0.71,47,3
104,39.25,0.43,14.5,0.5,17.75,0.43,47,3
105,39.25,0.43,13.5,1.5,14.75,1.79,47,3
106,39.0,0.0,9.5,0.87,12.5,0.5,47,3
107,39.5,0.5,4.75,3.03,11.5,1.5,47,3
108,39.75,0.83,1.0,0.0,10.75,1.09,47,3
109,39.5,0.5,6.5,0.5,9.33,1.25,47,3
110,40.25,0.83,11.67,0.47,12.67,0.47,47,3
111,42.75,0.83,13.0,1.22,10.0,1.58,47,3
112,45.0,0.0,15.75,0.83,9.75,1.48,47,3
113,45.67,0.47,16.75,0.43,6.67,0.94,47,3
114,45.25,0.43,17.5,0.5,5.75,2.17,47,3
115,45.0,0.0,17.75,0.43,7.0,0.82,47,3
116,45.0,0.0,16.0,0.71,8.33,0.47,47,3
117,45.0,0.0,14.67,0.47,2.67,1.25,47,3
118,44.5,0.5,14.75,0.43,6.0,1.41,47,3
119,45.0,0.0,17.5,1.5,11.25,1.3,47,3
120,45.0,0.0,15.75,2.28,8.0,5.7,47,3
121,43.75,1.09,6.33,3.3,15.75,0.83,47,3
122,40.75,1.09,10.33,0.94,13.67,0.47,47,3
123,38.25,0.83,12.0,0.0,13.0,0.71,47,3
124,38.25,0.83,12.2,0.4,13.2,0.98,47,3
125,39.5,0.5,12.0,0.0,12.0,1.41,47,3
126,42.25,0.43,8.0,1.41,7.5,3.84,47,3
127,43.25,0.43,16.0,1.58,18.75,1.48,47,3
128,44.33,0.47,18.75,0.43,21.0,0.0,47,3
129,44.33,0.47,20.33,0.47,21.0,0.0,47,3
130,44.5,0.5,21.0,0.0,21.0,0.0,47,3
131,44.5,0.5,21.0,0.0,21.0,0.0,47,3
132,44.5,0.5,19.0,1.0,18.25,0.43,47,3
133,44.5,0.5,18.0,0.0,17.75,0.43,47,3
134,44.5,0.5,17.75,0.43,18.0,0.0,47,3
135,43.75,0.43,18.0,0.0,18.75,0.83,47,3
136,44.5,0.5,18.75,0.43,20.0,0.71,47,3
137,44.25,0.83,19.0,0.0,20.0,0.82,47,3
138,44.5,0.5,19.75,0.43,19.5,0.5,47,3
139,44.67,0.47,19.25,0.43,20.33,0.94,47,3
140,44.5,0.5,19.0,0.0,19.5,0.5,47,3
141,44.33,0.47,20.67,0.47,19.25,0.83,47,3
142,45.0,0.0,19.5,0.5,19.25,0.83,47,3
143,45.0,0.0,18.5,0.5,18.5,0.5,47,3
144,45.0,0.0,18.75,0.43,19.5,1.12,47,3
145,45.0,0.0,18.5,0.5,19.25,0.83,47,3
146,45.0,0.0,18.0,0.0,18.25,0.43,47,3
147,45.0,0.0,18.0,0.0,18.0,0.0,47,3
148,44.5,0.5,18.0,0.0,18.0,0.0,47,3
149,44.5,0.5,17.75,0.43,17.5,0.87,47,3
150,44.75,0.43,17.5,0.5,17.75,0.43,47,3
151,45.0,0.0,18.0,0.0,18.67,0.47,47,3
152,45.0,0.0,19.5,0.5,18.75,0.83,47,3
153,45.0,0.0,18.5,0.5,18.67,0.47,47,3
154,45.0,0.0,18.25,0.43,18.5,0.5,47,3
155,45.0,0.0,18.0,0.0,18.25,0.43,47,3
156,45.0,0.0,17.0,0.71,17.25,0.83,47,3
157,45.0,0.0,16.0,0.71,17.0,0.71,47,3
158,44.75,0.43,17.25,0.43,15.0,0.0,47,3
159,44.75,0.43,17.67,0.47,15.67,0.47,47,3
160,44.5,0.5,16.2,0.98,15.8,0.75,47,3
161,44.0,0.71,13.5,1.5,15.0,0.71,47,3
162,43.75,0.83,12.0,0.0,14.5,1.12,47,3
163,43.0,0.71,12.0,0.0,14.33,0.94,47,3
164,43.5,0.5,11.75,0.43,13.25,1.3,47,3
165,43.67,0.47,10.5,0.87,14.33,0.94,47,3
166,43.25,0.83,11.5,0.5,14.25,0.83,47,3
167,42.33,0.47,10.67,0.47,14.75,0.43,47,3
168,43.0,0.71,11.0,1.0,14.75,0.43,47,3
169,43.25,0.43,13.0,1.0,17.25,1.3,47,3
170,43.33,0.47,10.67,0.47,17.0,1.22,47,3
171,43.0,1.0,11.75,0.43,17.0,0.71,47,3
172,43.5,0.5,11.75,0.43,15.75,0.83,47,3
173,43.67,0.47,12.5,0.5,15.5,0.5,47,3
174,44.0,0.0,14.75,1.09,15.0,0.71,47,3
175,44.25,0.83,16.5,0.5,14.75,1.3,47,3
176,44.5,0.5,17.5,0.5,16.5,1.12,47,3
177,44.5,0.5,18.0,0.0,17.67,0.47,47,3
178,44.5,0.5,18.5,0.5,18.25,0.43,47,3
179,44.67,0.47,20.5,0.5,19.67,0.47,47,3
180,44.67,0.47,20.5,0.87,20.67,0.47,47,3
181,44.8,0.4,20.5,0.5,19.8,0.75,47,3
182,44.5,0.5,21.0,0.0,20.0,0.71,47,3
183,45.0,0.0,21.0,0.0,19.75,0.83,47,3
184,44.75,0.43,21.0,0.0,19.25,0.83,47,3
185,44.0,0.71,21.0,0.0,20.5,0.5,47,3
186,44.5,0.5,21.0,0.0,19.5,1.12,47,3
187,45.0,0.0,20.75,0.43,19.0,0.82,47,3
188,44.0,0.82,19.33,0.47,18.0,0.0,47,3
189,43.67,0.47,18.25,0.43,17.67,0.47,47,3
190,42.5,0.5,16.25,0.43,17.75,0.43,47,3
191,42.0,0.0,14.5,0.5,16.25,0.83,47,3
192,41.0,0.82,10.67,1.25,15.75,0.43,47,3
193,40.6,0.49,9.6,1.02,15.25,0.43,47,3
194,40.5,0.5,8.5,1.5,13.75,1.09,47,3
195,40.33,0.47,4.33,2.87,14.0,1.41,47,3
196,40.0,0.71,5.25,2.86,14.25,1.3,47,3
197,40.25,0.83,4.75,1.64,14.0,0.71,47,3
198,41.5,0.5,7.0,0.71,16.0,1.22,47,3
199,41.5,0.5,8.25,0.43,16.75,1.09,47,3
200,41.5,0.5,9.25,0.43,17.25,0.83,47,3
201,40.75,0.83,11.5,0.5,16.0,0.71,47,3
202,40.75,0.43,11.75,0.43,14.5,0.87,47,3
203,42.0,0.0,13.0,1.22,16.75,1.64,47,3
204,41.5,0.5,14.33,0.47,16.33,0.94,47,3
205,41.5,0.5,14.25,0.43,17.75,0.43,47,3
206,41.25,0.83,10.75,1.79,15.75,0.83,47,3
207,40.33,0.94,10.5,0.87,13.0,1.41,47,3
208,39.5,0.5,8.75,0.43,12.25,1.79,47,3
209,38.75,0.43,8.5,0.5,12.5,0.87,47,3
210,38.67,0.47,9.33,0.47,11.75,1.09,47,3
211,39.0,0.0,12.5,0.87,12.0,0.0,47,3
212,39.0,0.0,12.5,0.5,8.75,2.59,47,3
213,39.25,0.43,10.25,2.05,4.67,3.3,47,3
214,39.5,0.5,8.0,1.41,11.75,0.43,47,3
215,40.25,0.83,11.75,0.43,10.75,0.83,47,3
216,40.5,0.5,11.75,0.43,11.5,1.5,47,3
217,41.25,0.43,12.0,0.0,12.75,1.3,47,3
218,41.0,0.71,12.0,0.0,14.33,0.47,47,3
219,40.67,0.47,12.33,0.47,15.0,0.0,47,3
220,40.5,0.5,14.0,0.82,16.33,0.94,47,3
221,41.0,1.0,15.33,0.47,18.0,0.0,47,3
222,40.0,0.0,15.5,0.5,18.5,0.5,47,3
223,41.25,0.43,17.25,0.43,18.75,0.83,47,3
224,41.25,0.83,17.5,0.5,18.25,0.43,47,3
225,41.33,0.47,15.67,0.94,18.0,0.0,47,3
226,41.25,0.83,15.0,0.0,16.0,1.0,47,3
227,41.75,0.43,15.0,0.0,12.25,0.43,47,3
228,42.0,0.0,14.75,0.43,11.25,0.83,47,3
229,42.0,0.0,15.0,0.0,9.25,0.43,47,3
230,42.0,0.0,14.75,0.43,7.5,0.5,47,3
231,41.25,0.83,10.0,2.12,8.67,2.36,47,3
232,41.25,0.83,3.67,2.49,11.5,0.5,47,3
233,42.0,0.0,8.75,0.43,11.25,0.83,47,3
234,42.0,0.0,9.67,0.47,11.33,0.94,47,3
235,41.67,0.47,11.5,0.87,3.5,1.5,47,3
236,41.5,0.5,11.0,1.22,3.0,1.0,47,3
237,41.75,0.43,11.0,1.22,9.75,5.12,47,3
238,42.0,0.0,11.75,0.43,15.5,1.12,47,3
239,42.0,0.0,13.5,1.5,12.5,1.8,47,3
240,42.0,0.0,17.0,0.0,13.5,1.5,47,3
241,41.67,0.47,12.0,2.94,9.5,3.5,47,3
242,40.75,0.83,11.5,0.87,12.25,2.68,47,3
243,41.67,0.47,12.67,0.47,17.0,1.22,47,3
244,42.0,0.0,12.0,0.0,18.0,0.0,47,3
245,42.0,0.0,11.5,0.5,18.0,0.0,47,3
246,42.0,0.0,10.33,1.25,16.33,0.94,47,3
247,42.0,0.0,10.75,0.83,16.75,1.3,47,3
248,42.0,0.0,11.25,1.3,18.25,0.43,47,3
249,42.0,0.0,12.0,0.0,17.75,1.09,47,3
250,42.0,0.0,11.5,0.5,15.67,0.47,47,3
251,42.33,0.47,9.0,0.0,14.25,0.83,47,3
252,42.5,0.5,6.75,1.48,13.0,1.22,47,3
253,42.5,0.5,2.25,0.43,14.5,0.87,47,3
254,42.5,0.5,4.25,1.3,15.25,1.79,47,3
255,42.25,0.43,6.5,2.96,17.75,1.09,47,3
256,42.0,0.0,12.0,0.0,18.5,0.5,47,3
257,42.0,0.0,12.0,0.0,18.5,0.5,47,3
258,42.0,0.0,15.0,0.0,19.0,0.82,47,3
259,42.5,0.5,13.0,0.71,19.75,0.83,47,3
260,42.5,0.5,11.5,0.5,18.25,1.09,47,3
261,42.67,0.47,8.33,1.7,17.67,0.47,47,3
262,42.5,0.5,9.0,0.71,18.0,0.0,47,3
263,42.0,0.0,8.25,0.83,17.75,0.43,47,3
264,42.0,0.0,5.33,1.89,17.5,0.5,47,3
